Application ID,City,Zip,Application Submission Date,Facility Type,Sector,PV Capacity (kW),Geothermal Capacity (tons),Wind Capacity (kW),Solar Water Capacity (sq ft),Total System Costs ($),Total Rebate,Mounting Location,PPA/Lease,Payment Status
6508,Bethany Beach,19930,07/29/2015,PV,Residential,13,,,,39650.00,6250.00,rooftop,owned,Paid
7654,Lewes,19958,09/16/2016,PV,Residential,13,,,,94874.00,1000.00,rooftop,lease,Paid
9282,Hockessin,19707,09/12/2017,PV,Residential,13.02,,,,36927.00,3000.00,rooftop,owned,Paid
9334,Newark,19711,09/19/2017,PV,Residential,13.02,,,,34315.00,3000.00,rooftop,owned,Paid
9425,Middletown,19709,01/23/2018,PV,Residential,13.02,,,,37152.00,3000.00,rooftop,owned,Paid
8579,Seaford,19973,11/11/2016,PV,Residential,13.11,,,,29000.00,3300.00,rooftop,owned,Paid
R01651,Rehoboth Beach,19971,10/16/2012,PV,Residential,13.2,,,,48443.00,11120.00,,,Paid
R02066,Newark,19711,04/14/2014,PV,Residential,13.2,,,,39864.00,11120.00,,,Paid
9250,Bear,19701,07/16/2017,PV,Residential,13.2,,,,34677.00,3000.00,rooftop,owned,Paid
9399,Smyrna,19977,12/07/2017,PV,Residential,13.2,,,,32500.00,3000.00,rooftop,owned,Paid
9662,Bethany Beach,19930,01/28/2019,PV,Residential,13.2,,,,40260.00,3000.00,rooftop,owned,Paid
5209,Townsend,19734,10/09/2014,PV,Residential,13.25,,,,66250.00,6312.50,rooftop,ppa,Paid
7588,Newark,19702,04/04/2016,PV,Residential,13.25,,,,66250.00,1000.00,rooftop,lease,Paid
5200,Ocean View,19970,10/07/2014,PV,Residential,13.26,,,,66300.00,6315.00,rooftop,ppa,Paid
7959,Camden-Wyoming,19934,08/18/2016,PV,Residential,13.26,,,,59007.00,1000.00,rooftop,lease,Paid
8539,Rehoboth Beach,19971,10/24/2016,PV,Residential,13.26,,,,86133.00,1000.00,rooftop,lease,Paid
8622,Felton,19943,12/07/2016,PV,Residential,13.26,,,,53570.00,1000.00,rooftop,ppa,Paid
8919,Middletown,19709,01/25/2017,PV,Residential,13.26,,,,84032.00,1000.00,rooftop,lease,Paid
9520,Ocean View,19970,06/12/2018,PV,Residential,13.275,,,,27500.00,3000.00,rooftop,owned,Paid
R01134,Newark,19702,10/04/2010,PV,Residential,13.32,,,,70463.00,17615.75,,,Paid
9587,Rehoboth Beach,19971,11/09/2018,PV,Residential,13.33,,,,29900.00,3000.00,rooftop,owned,Paid
5848,Selbyville,19975,03/06/2015,PV,Residential,13.44,,,,37000.00,6360.00,rooftop,owned,Paid
7657,Lewes,19958,04/11/2016,PV,Residential,13.44,,,,34500.00,3300.00,rooftop,owned,Paid
8690,Newark,19713,11/17/2016,PV,Residential,13.44,,,,50000.00,3300.00,rooftop,owned,Paid
9183,Middletown,19709,08/29/2017,PV,Residential,13.44,,,,36750.00,3000.00,ground,owned,Paid
R01341,Wilmington,19808,08/09/2011,PV,Residential,13.5,,,,93217.00,11225.00,,,Paid
R02147,Townsend,19734,05/22/2014,PV,Solar Lease,13.5,,,,63585.00,11225.00,,,Paid
5130,Hockessin,19707,10/17/2014,PV,Residential,13.5,,,,46850.00,6375.00,ground,owned,Paid
6480,Lewes,19958,07/27/2015,PV,Residential,13.5,,,,51750.00,6375.00,rooftop,owned,Paid
9653,Ocean View,19970,01/28/2019,PV,Residential,13.5,,,,41175.00,3000.00,rooftop,owned,Paid
5381,Townsend,19734,11/11/2014,PV,Residential,13.515,,,,67575.00,6378.75,rooftop,lease,Paid
7294,Middletown,19709,05/16/2016,PV,Residential,13.515,,,,67575.00,1000.00,rooftop,lease,Paid
7922,Townsend,19734,01/17/2017,PV,Residential,13.515,,,,60142.00,1000.00,rooftop,ppa,Paid
7187,Rehoboth Beach,19971,03/21/2016,PV,Residential,13.52,,,,67600.00,1000.00,rooftop,lease,Paid
8359,Millsboro,19966,10/07/2016,PV,Residential,13.52,,,,70200.00,1000.00,rooftop,lease,Paid
8225,Kenton,19955,08/29/2016,PV,Residential,13.52,,,,78676.00,1000.00,rooftop,lease,Paid
NR00035,Rehoboth Beach,19971,11/05/2007,PV,Non_Residential,13.6,,,,115600.00,57800.00,,,Paid
9296,Rehoboth Beach,19971,08/16/2017,PV,Residential,13.63,,,,29500.00,3000.00,rooftop,owned,Paid
9558,Bear,19701,09/24/2018,PV,Residential,13.64,,,,42250.00,3000.00,rooftop,owned,Paid
9649,Bethany Beach,19930,01/31/2019,PV,Residential,13.64,,,,44439.00,3000.00,rooftop,owned,Paid
6945,Bear,19701,11/16/2015,PV,Non_Profit,13.68,,,,38304.00,14010.00,rooftop,owned,Paid
8865,Millsboro,19966,01/02/2017,PV,Residential,13.68,,,,32750.00,3000.00,rooftop,owned,Paid
NR00172,Rehoboth Beach,19971,09/30/2010,PV,Non_Residential,13.69,,,,78443.70,19610.93,,,Paid
R01253,Middletown,19709,04/05/2011,PV,Residential,13.7,,,,78088.69,11435.00,,,Paid - ARRA
5021,Camden-Wyoming,19934,08/25/2014,PV,Residential,13.72,,,,42995.00,6430.00,rooftop,owned,Paid
R01882,Hockessin,19707,09/20/2013,PV,Solar Lease,13.75,,,,67375.00,11312.50,,,Paid
R02083,Hockessin,19707,04/15/2014,PV,Residential,13.75,,,,47643.00,11312.50,,,Paid
R02053,Middletown,19709,03/18/2014,PV,Residential,13.77,,,,43375.50,11319.50,,,Paid
7723,Townsend,19734,04/19/2016,PV,Residential,13.78,,,,68263.00,1000.00,rooftop,ppa,Paid
7348,Millsboro,19966,05/05/2016,PV,Residential,13.78,,,,68900.00,1000.00,rooftop,ppa,Paid
8040,Rehoboth Beach,19971,08/23/2016,PV,Residential,13.78,,,,61321.00,1000.00,rooftop,ppa,Paid
7289,Delmar,19940,09/23/2016,PV,Residential,13.78,,,,68900.00,1000.00,rooftop,ppa,Paid
7602,Dover,19901,03/25/2016,PV,Residential,13.78,,,,68900.00,1000.00,rooftop,lease,Paid
9599,Rehoboth Beach,19971,11/05/2018,PV,Residential,13.8,,,,48495.00,3000.00,rooftop,owned,Paid
9545,Rehoboth Beach,19971,06/22/2018,PV,Residential,13.8,,,,40491.00,3000.00,rooftop,owned,Paid
NR00205,Bethany Beach,19930,12/20/2010,PV,Non_Residential,13.86,,,,86625.00,21656.25,,,Paid
9362,Milton,19968,11/09/2017,PV,Residential,13.92,,,,29950.00,3000.00,rooftop,owned,Paid
R02184,Camden-Wyoming,19934,06/12/2014,PV,Solar Lease,13.965,,,,37250.00,11387.75,,,Paid
6558,Milton,19968,08/25/2015,PV,Residential,13.965,,,,38000.00,6491.25,rooftop,owned,Paid
8476,Delmar,19940,11/07/2016,PV,Residential,13.965,,,,40000.00,1000.00,rooftop,lease,Paid
NR00143,Selbyville,19975,02/24/2010,PV,Non_Residential,14,,,,74500.00,18625.00,,,Paid
R02111,Rehoboth Beach,19971,05/01/2014,PV,Solar Lease,14,,,,71400.00,11400.00,,,Paid
5954,Rehoboth Beach,19971,03/09/2015,PV,Residential,14,,,,37658.00,6500.00,rooftop,owned,Paid
5984,Lewes,19958,03/17/2015,PV,Non_Residential,14,,,,35560.00,6500.00,rooftop,owned,Paid
6163,Seaford,19973,05/12/2015,PV,Residential,14,,,,38000.00,6500.00,rooftop,owned,Paid
6334,Millsboro,19966,07/07/2015,PV,Residential,14,,,,70000.00,6500.00,rooftop,ppa,Paid
6961,Clarksville,19970,11/30/2015,PV,Residential,14.04,,,,42120.00,3300.00,rooftop,owned,Paid
6939,Millsboro,19966,01/04/2016,PV,Residential,14.04,,,,42120.00,1000.00,rooftop,lease,Paid
8294,Rehoboth Beach,19971,08/18/2016,PV,Residential,14.04,,,,65000.00,1000.00,rooftop,ppa,Paid
7762,Townsend,19734,09/14/2016,PV,Residential,14.04,,,,44424.00,3300.00,rooftop,owned,Paid
7497,Hockessin,19707,09/19/2016,PV,Residential,14.04,,,,70200.00,1000.00,rooftop,ppa,Paid
9215,Dover,19901,05/05/2017,PV,Residential,14.16,,,,37510.00,3000.00,rooftop,owned,Paid
7091,Bethany Beach,19930,01/19/2016,PV,Residential,14.25,,,,41250.00,3300.00,rooftop,owned,Paid
8378,Middletown,19709,11/09/2016,PV,Residential,14.25,,,,34250.00,3300.00,rooftop,owned,Paid
7260,Viola,19979,08/31/2016,PV,Residential,14.3,,,,71500.00,1000.00,rooftop,ppa,Paid
8203,Bear,19701,10/27/2016,PV,Residential,14.3,,,,57494.00,3300.00,rooftop,owned,Paid
7582,Middletown,19709,01/06/2017,PV,Residential,14.3,,,,71500.00,1000.00,rooftop,ppa,Paid
8527,Dover,19901,10/27/2016,PV,Residential,14.3,,,,57772.00,1000.00,rooftop,lease,Paid
7522,Wilmington,19804,03/24/2016,PV,Residential,14.36,,,,72875.00,1000.00,rooftop,ppa,Paid
R01563,Newark,19711,06/05/2012,PV,Residential,14.4,,,,73982.55,11540.00,,,Paid
R01804,Harrington,19952,06/26/2013,PV,Solar Lease,14.4,,,,73440.00,11540.00,,,Paid
R01858,Millsboro,19966,08/05/2013,PV,Residential,14.4,,,,43199.60,11540.00,,,Paid
6280,Rehoboth Beach,19971,07/20/2015,PV,Residential,14.5,,,,43500.00,6625.00,rooftop,lease,Paid
5405,New Castle,19720,11/18/2014,PV,Residential,14.535,,,,72675.00,6633.75,rooftop,ppa,Paid
NR00137,Fenwick Island,19944,12/17/2009,PV,Non_Residential,14.56,,,,104758.50,26189.63,,,Paid
R02082,Camden-Wyoming,19934,04/15/2014,PV,Residential,14.56,,,,44230.00,11596.00,,,Paid
8864,Newark,19702,04/26/2017,PV,Residential,14.56,,,,39900.00,2982.00,rooftop,owned,Paid
8492,Lewes,19958,11/03/2016,PV,Residential,14.56,,,,58822.00,1000.00,rooftop,lease,Paid
9033,Townsend,19734,02/22/2017,PV,Residential,14.56,,,,51105.00,3300.00,rooftop,owned,Paid
R01402,Lincoln,19960,10/24/2011,PV,Residential,14.57,,,,72330.10,11599.50,,,Paid - ARRA
R00987,Wilmington,19808,02/24/2010,PV,Residential,14.72,,,,94208.00,23552.00,,,Paid
R01901,Townsend,19734,10/04/2013,PV,Solar Lease,14.73,,,,110779.20,14732.00,,,Paid
6335,Dover,19901,07/07/2015,PV,Residential,14.82,,,,74100.00,6705.00,rooftop,ppa,Paid
8105,Rehoboth Beach,19971,10/24/2016,PV,Residential,14.82,,,,82147.00,1000.00,rooftop,lease,Paid
8781,New Castle,19720,12/15/2016,PV,Non_Residential,14.82,,,,50000.00,3000.00,ground,owned,Paid
8053,Rehoboth Beach,19971,08/02/2016,PV,Residential,14.82,,,,86775.00,1000.00,rooftop,ppa,Paid
R02169,Townsend,19734,06/05/2014,PV,Residential,14.85,,,,49848.00,11697.50,,,Paid
9521,Ocean View,19970,08/13/2018,PV,Residential,14.88,,,,31000.00,3000.00,rooftop,owned,Paid
9690,Georgetown,19947,02/19/2019,PV,Non_Residential,14.88,,,,53700.00,3000.00,rooftop,owned,Paid
R01831,Georgetown,19947,07/26/2013,PV,Residential,15,,,,48000.00,11750.00,,,Paid
5316,Middletown,19709,10/28/2014,PV,Residential,15,,,,73500.00,6750.00,rooftop,ppa,Paid
6344,Milford,19963,07/07/2015,PV,Residential,15,,,,75000.00,6750.00,rooftop,ppa,Paid
NR00135,Lewes,19958,11/24/2009,PV,Non_Residential,15.08,,,,94250.00,23563.00,,,Paid
7111,Rehoboth Beach,19971,03/02/2016,PV,Residential,15.08,,,,75040.00,1000.00,rooftop,lease,Paid
7901,Smyrna,19977,08/23/2016,PV,Residential,15.08,,,,87932.00,1000.00,rooftop,lease,Paid
7863,Millsboro,19966,06/15/2016,PV,Residential,15.105,,,,37000.00,3300.00,rooftop,owned,Paid
8479,Laurel,19956,10/24/2016,PV,Residential,15.105,,,,61024.00,1000.00,rooftop,ppa,Paid
R02129,Clarksville,19970,05/08/2014,PV,Residential,15.12,,,,40584.00,11792.00,,,Paid
8002,Middletown,19709,07/17/2016,PV,Residential,15.12,,,,45360.00,3300.00,rooftop,owned,Paid
8832,Townsend,19734,04/20/2017,PV,Residential,15.12,,,,43500.00,3300.00,rooftop,owned,Paid
9368,Newark,19711,10/31/2017,PV,Non_Profit,15.12,,,,35293.00,15090.00,rooftop,owned,Paid
R02227,Middletown,19709,06/26/2014,PV,Residential,15.3,,,,40000.00,11855.00,,,Paid
9574,Ocean View,19970,09/13/2018,PV,Residential,15.3,,,,46665.00,3000.00,rooftop,owned,Paid
7181,Rehoboth Beach,19971,05/02/2016,PV,Residential,15.34,,,,76700.00,1000.00,rooftop,lease,Paid
8198,Milton,19968,09/13/2016,PV,Residential,15.34,,,,68263.00,1000.00,rooftop,lease,Paid
7214,Bear,19701,03/21/2016,PV,Residential,15.37,,,,76850.00,1000.00,rooftop,lease,Paid
9502,Rehoboth Beach,19971,07/03/2018,PV,Residential,15.4,,,,45430.00,3000.00,rooftop,owned,Paid
R02258,Clayton,19938,06/30/2014,PV,Solar Lease,15.5,,,,64790.00,11925.00,,,Paid
NR00079,Wilmington,19805,11/13/2008,PV,Non_Residential,15.6,,,,122510.00,61255.00,,,Paid
8168,Rehoboth Beach,19971,08/18/2016,PV,Residential,15.6,,,,69420.00,1000.00,rooftop,lease,Paid
7302,Bear,19701,11/07/2016,PV,Residential,15.6,,,,78000.00,1000.00,rooftop,ppa,Paid
8481,Rehoboth Beach,19971,01/11/2017,PV,Residential,15.6,,,,89284.00,1000.00,rooftop,lease,Paid
8922,Seaford,19973,01/25/2017,PV,Residential,15.6,,,,63024.00,1000.00,rooftop,lease,Paid
NR00252,Selbyville,19975,04/11/2013,PV,Non_Residential,15.68,,,,31720.00,11988.00,,,Paid
7822,Middletown,19709,05/31/2016,PV,Residential,15.9,,,,70755.00,1000.00,rooftop,lease,Paid
R01942,Ocean View,19970,11/13/2013,PV,Residential,15.95,,,,42000.00,12082.50,,,Paid
7974,Middletown,19709,07/07/2016,PV,Residential,15.96,,,,50000.00,3300.00,rooftop,owned,Paid
R01525,Millsboro,19966,04/24/2012,PV,Residential,15.98,,,,63600.40,12093.00,,,Paid
R01607,Selbyville,19973,08/20/2012,PV,Residential,15.98,,,,69513.00,12093.00,,,Paid
R02154,Middletown,19709,05/23/2014,PV,Solar Lease,16.12,,,,75925.20,12142.00,,,Paid
R01089,Hockessin,19707,08/23/2010,PV,Residential,16.2,,,,79151.96,19787.99,,,Paid
R02240,Rehoboth Beach,19971,06/30/2014,PV,Residential,16.2,,,,50219.00,12170.00,,,Paid
NR00266,Bear,19701,06/30/2014,PV,Non_Residential,16.2,,,,46818.00,10280.00,,,Paid
5663,Rehoboth Beach,19971,01/28/2015,PV,Residential,16.2,,,,50219.00,7050.00,rooftop,owned,Paid
9515,Smyrna,19977,05/10/2018,PV,Residential,16.2,,,,48276.00,3000.00,rooftop,owned,Paid
NR00170,Hockessin,19707,09/30/2010,PV,Non_Profit,16.215,,,,78046.12,27316.14,,,Paid
R02059,Felton,19943,03/24/2014,PV,Residential,16.22,,,,41900.00,12178.75,,,Paid
R02201,Rehoboth Beach,19971,06/18/2014,PV,Residential,16.24,,,,50408.00,12184.00,,,Paid
7093,Rehoboth Beach,19971,03/21/2016,PV,Residential,16.25,,,,81250.00,1000.00,rooftop,ppa,Paid
R01818,Rehoboth Beach,19971,07/17/2013,PV,Solar Lease,16.32,,,,83232.00,12212.00,,,Paid
NR00131,Selbyville,19975,11/06/2009,PV,Non_Residential,16.33,,,,135643.00,33910.62,,,Paid
R01889,Camden-Wyoming,19934,09/23/2013,PV,Residential,16.43,,,,41500.00,12250.50,,,Paid
6994,Bear,19701,11/30/2015,PV,Residential,16.47,,,,49870.00,3300.00,rooftop,owned,Paid
9529,Hockessin,19707,11/09/2018,PV,Residential,16.575,,,,43758.00,3000.00,rooftop,owned,Paid
7149,Lewes,19958,03/21/2016,PV,Residential,16.64,,,,41250.00,1000.00,rooftop,lease,Paid
8633,Bear,19701,11/11/2016,PV,Residential,16.64,,,,67226.00,1000.00,rooftop,ppa,Paid
R02140,Lewes,19958,05/19/2014,PV,Solar Lease,16.75,,,,85425.00,12362.50,,,Paid
5963,Milton,19968,03/10/2015,PV,Residential,16.75,,,,73750.00,7187.50,rooftop,lease,Paid
NR00023,Wilmington,19803,02/12/2007,PV,Non_Residential,16.8,,,,141583.60,70791.80,,,Paid
R01721,Dover,19901,01/15/2013,PV,Solar Lease,16.8,,,,101716.00,12380.00,,,Paid
5342,Laurel,19956,11/17/2014,PV,Residential,16.8,,,,43300.00,7200.00,rooftop,owned,Paid
R01673,Hockessin,19707,11/19/2012,PV,Residential,16.83,,,,60588.00,12390.50,,,Paid
R01164,Fenwick Island,19944,11/09/2010,PV,Residential,16.875,,,,87750.00,21937.50,,,Paid
R01511,Laurel,19956,02/17/2012,PV,Residential,16.92,,,,57518.00,12422.00,,,Paid
6326,Lewes,19958,01/06/2016,PV,Non_Residential,17,,,,57800.00,7250.00,rooftop,owned,Paid
9566,Millsboro,19966,09/04/2018,PV,Residential,17.05,,,,33500.00,3000.00,rooftop,owned,Paid
9623,Ocean View,19970,11/08/2018,PV,Residential,17.05,,,,33500.00,3000.00,rooftop,owned,Paid
7140,Bethany Beach,19930,06/24/2016,PV,Residential,17.16,,,,45090.00,3300.00,rooftop,owned,Paid
R02279,Dover,19901,06/30/2014,PV,Solar Lease,17.25,,,,72105.00,12537.50,,,Paid
R01786,Lewes,19958,05/20/2013,PV,Residential,17.28,,,,74154.00,12548.00,,,Paid
R01816,Dover,19901,07/16/2013,PV,Solar Lease,17.28,,,,88128.00,12548.00,,,Paid
R02243,Hockessin,19707,06/30/2014,PV,Residential,17.28,,,,58960.00,12528.00,,,Paid
8653,Lewes,19958,12/19/2016,PV,Residential,17.28,,,,86040.00,1000.00,rooftop,lease,Paid
NR00108,Rehoboth Beach,19971,05/01/2009,PV,Non_Residential,17.43,,,,166216.66,83108.33,,,Paid
NR00151,New Castle,19720,02/18/2010,PV,Non_Residential,17.55,,,,93541.50,22917.75,,,Paid
5684,Rehoboth Beach,19971,01/27/2015,PV,Residential,17.55,,,,57370.00,7387.50,rooftop,owned,Paid
8379,Dover,19904,10/17/2016,PV,Residential,17.67,,,,52089.00,3300.00,rooftop,owned,Paid
7239,Milford,19963,03/30/2016,PV,Residential,17.68,,,,88400.00,1000.00,rooftop,lease,Paid
8538,Dagsboro,19939,10/31/2016,PV,Residential,17.68,,,,71427.00,1000.00,rooftop,lease,Paid
6871,Rehoboth Beach,19971,09/30/2015,PV,Residential,17.69,,,,62832.00,3300.00,rooftop,owned,Paid
8881,Rehoboth Beach,19971,06/30/2017,PV,Residential,17.82,,,,46902.00,3000.00,rooftop,owned,Paid
7184,Millville,19970,06/07/2016,PV,Residential,17.94,,,,89700.00,1000.00,rooftop,ppa,Paid
R01993,Middletown,19709,01/06/2014,PV,Residential,18,,,,45000.00,12800.00,,,Paid
5303,Rehoboth Beach,19971,03/23/2015,PV,Non_Profit,18,,,,54000.00,21750.00,rooftop,lease,Paid
8687,Frankford,19945,08/01/2017,PV,Non_Profit,18.09,,,,46494.00,17317.50,rooftop,owned,Paid
5138,Hockessin,19707,10/14/2014,PV,Residential,18.2,,,,52614.00,7550.00,rooftop,owned,Paid
8993,Seaford,19973,02/14/2017,PV,Residential,18.2,,,,100838.00,1000.00,rooftop,lease,Paid
8987,Middletown,19709,08/03/2017,PV,Residential,18.48,,,,74659.00,1000.00,rooftop,lease,Paid
9664,Georgetown,19947,02/20/2019,PV,Residential,18.5,,,,44000.00,3000.00,ground,owned,Paid
7222,Frankford,19945,03/17/2016,PV,Residential,18.55,,,,92750.00,1000.00,rooftop,ppa,Paid
9374,Lewes,19958,10/26/2017,PV,Non_Residential,18.63,,,,53338.00,3000.00,rooftop,owned,Paid
9164,Selbyville,19975,11/16/2017,PV,Residential,18.7,,,,60758.00,3000.00,ground,owned,Paid
6631,Harrington,19952,09/03/2015,PV,Residential,18.85,,,,57608.00,7712.50,rooftop,owned,Paid
9482,Wilmington,19803,02/22/2018,PV,Residential,18.85,,,,47366.00,3000.00,rooftop,owned,Paid
9482,Wilmington,19803,02/22/2018,PV,Residential,18.85,,,,47366.00,3000.00,rooftop,owned,Paid
R01844,Hartly,19953,08/05/2013,PV,Residential,19.11,,,,57950.00,13188.50,,,Paid
9303,Middletown,19709,02/19/2018,PV,Residential,19.32,,,,56265.00,3000.00,ground,owned,Paid
R01177,Bear,19701,11/30/2010,PV,Residential,19.35,,,,54991.79,13747.94,,,Paid
6891,Townsend,19734,11/19/2015,PV,Residential,19.38,,,,64133.00,3300.00,ground,owned,Paid
6948,Lewes,19958,11/11/2015,PV,Residential,19.44,,,,44000.00,3300.00,rooftop,owned,Paid
5966,Middletown,19709,03/11/2015,PV,Residential,19.5,,,,97500.00,7875.00,rooftop,ppa,Paid
6617,Cheswold,19936,07/31/2015,PV,Non_Profit,19.6,,,,53157.00,23350.00,rooftop,owned,Paid
NR00105,Fenwick Island,19944,05/01/2009,PV,Non_Residential,19.74,,,,173812.00,86560.00,,,Paid
NR00107,Selbyville,19975,05/01/2009,PV,Non_Residential,19.95,,,,153615.00,76807.50,,,Paid
NR00121,Selbyville,19975,08/17/2009,PV,Non_Residential,19.95,,,,153615.00,76807.50,,,Paid
NR00236,Ocean View,19970,11/01/2011,PV,Non_Profit,20.09,,,,119820.00,13531.50,,,Paid
5323,Dover,19901,01/14/2016,PV,Residential,20.25,,,,57559.00,8062.50,ground,owned,Paid
NR00008,Wilmington,19850,03/24/2004,PV,Non_Residential,20.35,,,,133840.00,66920.00,,,Paid
9198,Bear,19701,08/17/2017,PV,Residential,20.475,,,,65162.00,3000.00,rooftop,owned,Paid
6399,Wilmington,19809,01/04/2016,PV,Non_Profit,20.52,,,,57456.00,24270.00,rooftop,owned,Paid
NR00140,Hockessin,19707,01/15/2010,PV,Non_Residential,20.7,,,,121680.00,30420.00,,,Paid
NR00141,Hockessin,19707,01/15/2010,PV,Non_Residential,20.7,,,,121680.00,30420.00,,,Paid
NR00142,Hockessin,19707,01/15/2010,PV,Non_Residential,20.7,,,,121680.00,30420.00,,,Paid
NR00144,Hockessin,19707,04/09/2010,PV,Non_Residential,20.7,,,,121680.00,30420.00,,,Paid
5081,Dagsboro,19939,08/28/2014,PV,Residential,21.42,,,,55500.00,8355.00,rooftop,lease,Paid
NR00025,Rehoboth Beach,19971,04/30/2007,PV,Non_Residential,21.6,,,,200000.00,107010.00,,,Paid
6325,Lewes,19958,10/13/2015,PV,Non_Residential,22,,,,74800.00,8500.00,rooftop,owned,Paid
9260,Middletown,19709,07/12/2017,PV,Residential,22.32,,,,65189.00,3000.00,ground,owned,Paid
5298,Middletown,19709,12/15/2014,PV,Residential,22.4,,,,65409.00,8600.00,rooftop,owned,Paid
7206,Rehoboth Beach,19971,03/03/2016,PV,Residential,22.4,,,,55500.00,3300.00,rooftop,owned,Paid
8647,Harrington,19952,12/12/2016,PV,Residential,22.44,,,,73500.00,3300.00,ground,owned,Paid
R00889,Georgetown,19947,09/14/2009,PV,Residential,22.464,,,,128044.82,22158.75,,,Paid
NR00164,Dover,19901,07/14/2010,PV,Non_Residential,22.75,,,,273000.00,68250.00,,,Paid
NR00055,Rehoboth Beach,19971,05/06/2008,PV,Non_Residential,22.8,,,,177200.00,88600.00,,,Paid
NR00136,Newark,19702,12/11/2009,PV,Non_Residential,23,,,,150897.00,37724.25,,,Paid
NR00026,Lewes,19958,05/02/2007,PV,Non_Residential,23.37,,,,164360.00,82180.00,,,Paid
9601,Rehoboth Beach,19971,12/06/2018,PV,Non_Residential,23.65,,,,118250.00,3000.00,rooftop,owned,Paid
NR00181,Selbyville,19975,11/04/2010,PV,Non_Profit,23.76,,,,111191.86,60280.82,,,Paid
NR00117,New Castle,19720,07/17/2009,PV,Non_Residential,23.79,,,,198624.68,69518.64,,,Paid
NR00021,Rehoboth Beach,19971,08/16/2006,PV,Non_Residential,24,,,,252879.00,126439.50,,,Paid
NR00030,Newark,19702,08/01/2007,PV,Non_Residential,24,,,,155693.19,77846.60,,,Paid
NR00078,Wilmington,19801,10/08/2008,PV,Non_Residential,24,,,,196331.00,98165.50,,,Paid
9107,Hockessin,19707,08/17/2017,PV,Residential,24.12,,,,62665.00,3000.00,rooftop,owned,Paid
R02084,Middletown,19709,04/15/2014,PV,Residential,24.2,,,,71114.00,14970.00,,,Paid
6252,Rehoboth Beach,19971,09/11/2015,PV,Non_Profit,24.44,,,,74880.00,28190.00,rooftop,lease,Paid
5079,Seaford,19973,08/26/2014,PV,Residential,24.5,,,,102410.00,9125.00,rooftop,lease,Paid
6199,Wilmington,19801,05/01/2015,PV,Non_Residential,24.64,,,,86240.00,9160.00,rooftop,owned,Paid
6692,Dover,19904,09/20/2015,PV,Residential,24.65,,,,83495.00,9162.50,ground,owned,Paid
NR00238,Delmar,19940,11/18/2011,PV,Non_Residential,24.75,,,,118800.00,15162.50,,,Paid
NR00239,Delmar,19940,11/18/2011,PV,Non_Residential,24.75,,,,118800.00,15162.50,,,Paid
6156,Townsend,19734,04/28/2015,PV,Residential,24.75,,,,71073.00,9187.50,rooftop,owned,Paid
NR00069,Harrington,19952,07/25/2008,PV,Non_Residential,24.8,,,,192696.00,96348.00,,,Paid
NR00040,Selbyville,19975,12/21/2007,PV,Non_Residential,25.025,,,,185400.00,92700.00,,,Paid
6813,Wilmington,19807,09/19/2015,PV,Residential,25.2,,,,153831.00,9300.00,ground,owned,Paid
9492,Townsend,19734,03/12/2018,PV,Non_Residential,25.2,,,,63144.00,3000.00,rooftop,owned,Paid
NR00168,Newark,19713,09/16/2010,PV,Non_Residential,25.48,,,,197176.80,49294.20,,,Paid
NR00222,Bethany Beach,19930,02/11/2011,PV,Non_Residential,25.48,,,,183900.00,45975.00,,,Paid
6887,Lewes,19958,05/27/2016,PV,Non_Profit,25.48,,,,127400.00,22860.00,rooftop,owned,Paid
R01350,Milton,19968,08/12/2011,PV,Residential,25.65,,,,134662.50,15000.00,,,Paid
9537,Wilmington,19807,06/26/2018,PV,Residential,26.13,,,,83355.00,3000.00,rooftop,owned,Paid
6301,Rehoboth Beach,19971,06/29/2015,PV,Residential,26.52,,,,132600.00,9630.00,rooftop,lease,Paid
NR00070,New Castle,19720,07/22/2008,PV,Non_Residential,26.6,,,,249964.00,124982.00,,,Paid
7976,Lewes,19958,07/28/2016,PV,Non_Profit,27.3,,,,67600.00,22350.00,rooftop,owned,Paid
8450,Laurel,19956,10/17/2016,PV,Residential,27.81,,,,90000.00,1000.00,rooftop,lease,Paid
R01842,Dagsboro,19939,08/05/2013,PV,Residential,28.08,,,,111758.40,15000.00,,,Paid
NR00231,Wilmington,19803,09/19/2011,PV,Non_Profit,28.435,,,,139240.86,16452.25,,,Paid - ARRA
8443,Rehoboth Beach,19971,05/19/2017,PV,Non_Residential,28.86,,,,62400.00,3000.00,rooftop,owned,Paid
NR00177,New Castle,19720,10/12/2010,PV,Non_Residential,28.9,,,,211680.00,31511.90,,,Paid
NR00001,Newark,19702,02/28/2002,PV,Non_Residential,29,,,,137200.00,68600.00,,,Paid
NR00033,Smyrna,19977,10/04/2007,PV,Non_Residential,30,,,,229787.00,114893.50,,,Paid
NR00054,Laurel,19956,05/06/2008,PV,Non_Residential,30,,,,250000.00,125000.00,,,Paid
NR00004,Newark,19702,02/28/2002,PV,Non_Residential,30.24,,,,180260.00,63091.00,,,Paid
6846,Wilmington,19803,03/31/2016,PV,Non_Profit,30.24,,,,109400.00,26430.00,rooftop,owned,Paid
9117,Wilmington,19807,07/05/2017,PV,Residential,30.8,,,,92106.00,3000.00,ground,owned,Paid
NR00265,Bethany Beach,19930,06/26/2014,PV,Non_Profit,31.35,,,,96075.00,35195.00,,,Paid
